"","activity"
"6139","WALKING_DOWNSTAIRS"
"6140","WALKING_DOWNSTAIRS"
"6141","WALKING_DOWNSTAIRS"
"6142","WALKING_DOWNSTAIRS"
"6143","WALKING_DOWNSTAIRS"
"6144","WALKING_DOWNSTAIRS"
"6145","WALKING_DOWNSTAIRS"
"6146","WALKING_DOWNSTAIRS"
"6147","WALKING_DOWNSTAIRS"
"6148","WALKING_DOWNSTAIRS"
"6149","WALKING_DOWNSTAIRS"
"6150","WALKING_DOWNSTAIRS"
"6151","WALKING_DOWNSTAIRS"
"6152","WALKING_DOWNSTAIRS"
"6153","WALKING_DOWNSTAIRS"
"6154","WALKING_DOWNSTAIRS"
"6155","WALKING_DOWNSTAIRS"
"6156","WALKING_DOWNSTAIRS"
"6157","WALKING_DOWNSTAIRS"
"6158","WALKING_DOWNSTAIRS"
"6159","WALKING_DOWNSTAIRS"
"6160","WALKING_DOWNSTAIRS"
"6161","WALKING_UPSTAIRS"
"6162","WALKING_UPSTAIRS"
"6163","WALKING_UPSTAIRS"
"6164","WALKING_UPSTAIRS"
"6165","WALKING_UPSTAIRS"
"6166","WALKING_UPSTAIRS"
"6167","WALKING_UPSTAIRS"
"6168","WALKING_UPSTAIRS"
"6169","WALKING_UPSTAIRS"
"6170","WALKING_UPSTAIRS"
"6171","WALKING_UPSTAIRS"
"6172","WALKING_UPSTAIRS"
"6173","WALKING_UPSTAIRS"
"6174","WALKING_UPSTAIRS"
"6175","WALKING_UPSTAIRS"
"6176","WALKING_UPSTAIRS"
"6177","WALKING_UPSTAIRS"
"6178","WALKING_UPSTAIRS"
"6179","WALKING_UPSTAIRS"
"6180","WALKING_UPSTAIRS"
"6181","WALKING_UPSTAIRS"
"6182","WALKING_UPSTAIRS"
"6183","WALKING_UPSTAIRS"
"6184","WALKING_UPSTAIRS"
"6185","STANDING"
"6186","STANDING"
"6187","STANDING"
"6188","STANDING"
"6189","STANDING"
"6190","STANDING"
"6191","STANDING"
"6192","STANDING"
"6193","STANDING"
"6194","STANDING"
"6195","STANDING"
"6196","STANDING"
"6197","STANDING"
"6198","STANDING"
"6199","STANDING"
"6200","STANDING"
"6201","STANDING"
"6202","STANDING"
"6203","STANDING"
"6204","STANDING"
"6205","STANDING"
"6206","STANDING"
"6207","STANDING"
"6208","STANDING"
"6209","STANDING"
"6210","STANDING"
"6211","STANDING"
"6212","STANDING"
"6213","STANDING"
"6214","STANDING"
"6215","STANDING"
"6216","STANDING"
"6217","STANDING"
"6218","STANDING"
"6219","STANDING"
"6220","STANDING"
"6221","STANDING"
"6222","STANDING"
"6223","STANDING"
"6224","STANDING"
"6225","STANDING"
"6226","STANDING"
"6227","STANDING"
"6228","SITTING"
"6229","SITTING"
"6230","SITTING"
"6231","SITTING"
"6232","SITTING"
"6233","SITTING"
"6234","SITTING"
"6235","SITTING"
"6236","SITTING"
"6237","SITTING"
"6238","SITTING"
"6239","SITTING"
"6240","SITTING"
"6241","SITTING"
"6242","SITTING"
"6243","SITTING"
"6244","SITTING"
"6245","SITTING"
"6246","SITTING"
"6247","SITTING"
"6248","SITTING"
"6249","SITTING"
"6250","SITTING"
"6251","SITTING"
"6252","SITTING"
"6253","SITTING"
"6254","SITTING"
"6255","SITTING"
"6256","SITTING"
"6257","SITTING"
"6258","SITTING"
"6259","SITTING"
"6260","SITTING"
"6261","LAYING"
"6262","LAYING"
"6263","LAYING"
"6264","LAYING"
"6265","LAYING"
"6266","LAYING"
"6267","LAYING"
"6268","LAYING"
"6269","LAYING"
"6270","LAYING"
"6271","LAYING"
"6272","LAYING"
"6273","LAYING"
"6274","LAYING"
"6275","LAYING"
"6276","LAYING"
"6277","LAYING"
"6278","LAYING"
"6279","LAYING"
"6280","LAYING"
"6281","LAYING"
"6282","LAYING"
"6283","LAYING"
"6284","LAYING"
"6285","LAYING"
"6286","LAYING"
"6287","LAYING"
"6288","LAYING"
"6289","LAYING"
"6290","LAYING"
"6291","LAYING"
"6292","LAYING"
"6293","LAYING"
"6294","LAYING"
"6295","LAYING"
"6296","WALKING"
"6297","WALKING"
"6298","WALKING"
"6299","WALKING"
"6300","WALKING"
"6301","WALKING"
"6302","WALKING"
"6303","WALKING"
"6304","WALKING"
"6305","WALKING"
"6306","WALKING"
"6307","WALKING"
"6308","WALKING"
"6309","WALKING"
"6310","WALKING"
"6311","WALKING"
"6312","WALKING"
"6313","WALKING"
"6314","WALKING"
"6315","WALKING"
"6316","WALKING"
"6317","WALKING"
"6318","WALKING"
"6319","WALKING"
"6320","WALKING"
"6321","WALKING"
"6322","WALKING"
"6323","WALKING"
"6324","WALKING"
"6325","WALKING"
"6326","WALKING"
"6327","WALKING"
"6328","WALKING_DOWNSTAIRS"
"6329","WALKING_DOWNSTAIRS"
"6330","WALKING_DOWNSTAIRS"
"6331","WALKING_DOWNSTAIRS"
"6332","WALKING_DOWNSTAIRS"
"6333","WALKING_DOWNSTAIRS"
"6334","WALKING_DOWNSTAIRS"
"6335","WALKING_DOWNSTAIRS"
"6336","WALKING_UPSTAIRS"
"6337","WALKING_UPSTAIRS"
"6338","WALKING_UPSTAIRS"
"6339","WALKING_UPSTAIRS"
"6340","WALKING_UPSTAIRS"
"6341","WALKING_UPSTAIRS"
"6342","WALKING_UPSTAIRS"
"6343","WALKING_UPSTAIRS"
"6344","WALKING_DOWNSTAIRS"
"6345","WALKING_DOWNSTAIRS"
"6346","WALKING_DOWNSTAIRS"
"6347","WALKING_DOWNSTAIRS"
"6348","WALKING_DOWNSTAIRS"
"6349","WALKING_DOWNSTAIRS"
"6350","WALKING_DOWNSTAIRS"
"6351","WALKING_DOWNSTAIRS"
"6352","WALKING_UPSTAIRS"
"6353","WALKING_UPSTAIRS"
"6354","WALKING_UPSTAIRS"
"6355","WALKING_UPSTAIRS"
"6356","WALKING_UPSTAIRS"
"6357","WALKING_UPSTAIRS"
"6358","WALKING_UPSTAIRS"
"6359","WALKING_UPSTAIRS"
"6360","WALKING_DOWNSTAIRS"
"6361","WALKING_DOWNSTAIRS"
"6362","WALKING_DOWNSTAIRS"
"6363","WALKING_DOWNSTAIRS"
"6364","WALKING_DOWNSTAIRS"
"6365","WALKING_DOWNSTAIRS"
"6366","WALKING_DOWNSTAIRS"
"6367","WALKING_UPSTAIRS"
"6368","WALKING_UPSTAIRS"
"6369","WALKING_UPSTAIRS"
"6370","WALKING_UPSTAIRS"
"6371","WALKING_UPSTAIRS"
"6372","WALKING_UPSTAIRS"
"6373","WALKING_UPSTAIRS"
"6374","WALKING_UPSTAIRS"
"6375","STANDING"
"6376","STANDING"
"6377","STANDING"
"6378","STANDING"
"6379","STANDING"
"6380","STANDING"
"6381","STANDING"
"6382","STANDING"
"6383","STANDING"
"6384","STANDING"
"6385","STANDING"
"6386","STANDING"
"6387","STANDING"
"6388","STANDING"
"6389","STANDING"
"6390","STANDING"
"6391","STANDING"
"6392","STANDING"
"6393","STANDING"
"6394","STANDING"
"6395","STANDING"
"6396","STANDING"
"6397","STANDING"
"6398","STANDING"
"6399","STANDING"
"6400","STANDING"
"6401","STANDING"
"6402","STANDING"
"6403","STANDING"
"6404","STANDING"
"6405","STANDING"
"6406","STANDING"
"6407","STANDING"
"6408","STANDING"
"6409","STANDING"
"6410","SITTING"
"6411","SITTING"
"6412","SITTING"
"6413","SITTING"
"6414","SITTING"
"6415","SITTING"
"6416","SITTING"
"6417","SITTING"
"6418","SITTING"
"6419","SITTING"
"6420","SITTING"
"6421","SITTING"
"6422","SITTING"
"6423","SITTING"
"6424","SITTING"
"6425","SITTING"
"6426","SITTING"
"6427","SITTING"
"6428","SITTING"
"6429","SITTING"
"6430","SITTING"
"6431","SITTING"
"6432","SITTING"
"6433","SITTING"
"6434","SITTING"
"6435","SITTING"
"6436","SITTING"
"6437","SITTING"
"6438","SITTING"
"6439","SITTING"
"6440","SITTING"
"6441","LAYING"
"6442","LAYING"
"6443","LAYING"
"6444","LAYING"
"6445","LAYING"
"6446","LAYING"
"6447","LAYING"
"6448","LAYING"
"6449","LAYING"
"6450","LAYING"
"6451","LAYING"
"6452","LAYING"
"6453","LAYING"
"6454","LAYING"
"6455","LAYING"
"6456","LAYING"
"6457","LAYING"
"6458","LAYING"
"6459","LAYING"
"6460","LAYING"
"6461","LAYING"
"6462","LAYING"
"6463","LAYING"
"6464","LAYING"
"6465","LAYING"
"6466","LAYING"
"6467","LAYING"
"6468","LAYING"
"6469","LAYING"
"6470","LAYING"
"6471","LAYING"
"6472","LAYING"
"6473","LAYING"
"6474","LAYING"
"6475","LAYING"
"6476","LAYING"
"6477","WALKING"
"6478","WALKING"
"6479","WALKING"
"6480","WALKING"
"6481","WALKING"
"6482","WALKING"
"6483","WALKING"
"6484","WALKING"
"6485","WALKING"
"6486","WALKING"
"6487","WALKING"
"6488","WALKING"
"6489","WALKING"
"6490","WALKING"
"6491","WALKING"
"6492","WALKING"
"6493","WALKING"
"6494","WALKING"
"6495","WALKING"
"6496","WALKING"
"6497","WALKING"
"6498","WALKING"
"6499","WALKING"
"6500","WALKING"
"6501","WALKING"
"6502","WALKING"
"6503","WALKING"
"6504","WALKING"
"6505","WALKING"
"6506","WALKING_DOWNSTAIRS"
"6507","WALKING_DOWNSTAIRS"
"6508","WALKING_DOWNSTAIRS"
"6509","WALKING_DOWNSTAIRS"
"6510","WALKING_DOWNSTAIRS"
"6511","WALKING_DOWNSTAIRS"
"6512","WALKING_DOWNSTAIRS"
"6513","WALKING_DOWNSTAIRS"
"6514","WALKING_DOWNSTAIRS"
"6515","WALKING_DOWNSTAIRS"
"6516","WALKING_DOWNSTAIRS"
"6517","WALKING_DOWNSTAIRS"
"6518","WALKING_DOWNSTAIRS"
"6519","WALKING_DOWNSTAIRS"
"6520","WALKING_DOWNSTAIRS"
"6521","WALKING_UPSTAIRS"
"6522","WALKING_UPSTAIRS"
"6523","WALKING_UPSTAIRS"
"6524","WALKING_UPSTAIRS"
"6525","WALKING_UPSTAIRS"
"6526","WALKING_UPSTAIRS"
"6527","WALKING_UPSTAIRS"
"6528","WALKING_UPSTAIRS"
"6529","WALKING_UPSTAIRS"
"6530","WALKING_UPSTAIRS"
"6531","WALKING_UPSTAIRS"
"6532","WALKING_UPSTAIRS"
"6533","WALKING_UPSTAIRS"
"6534","WALKING_UPSTAIRS"
"6535","WALKING_UPSTAIRS"
"6536","WALKING_UPSTAIRS"
"6537","WALKING_UPSTAIRS"
"6538","WALKING_UPSTAIRS"
"6539","WALKING_UPSTAIRS"
"6540","WALKING_UPSTAIRS"
"6541","WALKING_UPSTAIRS"
"6542","WALKING_UPSTAIRS"
"6543","WALKING_UPSTAIRS"
"6544","WALKING_UPSTAIRS"
"6545","WALKING_DOWNSTAIRS"
"6546","WALKING_DOWNSTAIRS"
"6547","WALKING_DOWNSTAIRS"
"6548","WALKING_DOWNSTAIRS"
"6549","WALKING_DOWNSTAIRS"
"6550","WALKING_DOWNSTAIRS"
"6551","WALKING_DOWNSTAIRS"
"6552","WALKING_DOWNSTAIRS"
"6553","STANDING"
"6554","STANDING"
"6555","STANDING"
"6556","STANDING"
"6557","STANDING"
"6558","STANDING"
"6559","STANDING"
"6560","STANDING"
"6561","STANDING"
"6562","STANDING"
"6563","STANDING"
"6564","STANDING"
"6565","STANDING"
"6566","STANDING"
"6567","STANDING"
"6568","STANDING"
"6569","STANDING"
"6570","STANDING"
"6571","STANDING"
"6572","STANDING"
"6573","STANDING"
"6574","STANDING"
"6575","STANDING"
"6576","STANDING"
"6577","STANDING"
"6578","STANDING"
"6579","STANDING"
"6580","STANDING"
"6581","STANDING"
"6582","STANDING"
"6583","STANDING"
"6584","STANDING"
"6585","STANDING"
"6586","STANDING"
"6587","STANDING"
"6588","STANDING"
"6589","STANDING"
"6590","STANDING"
"6591","STANDING"
"6592","STANDING"
"6593","STANDING"
"6594","SITTING"
"6595","SITTING"
"6596","SITTING"
"6597","SITTING"
"6598","SITTING"
"6599","SITTING"
"6600","SITTING"
"6601","SITTING"
"6602","SITTING"
"6603","SITTING"
"6604","SITTING"
"6605","SITTING"
"6606","SITTING"
"6607","SITTING"
"6608","SITTING"
"6609","SITTING"
"6610","SITTING"
"6611","SITTING"
"6612","SITTING"
"6613","SITTING"
"6614","SITTING"
"6615","SITTING"
"6616","SITTING"
"6617","SITTING"
"6618","SITTING"
"6619","SITTING"
"6620","SITTING"
"6621","SITTING"
"6622","SITTING"
"6623","SITTING"
"6624","SITTING"
"6625","SITTING"
"6626","SITTING"
"6627","SITTING"
"6628","SITTING"
"6629","SITTING"
"6630","SITTING"
"6631","LAYING"
"6632","LAYING"
"6633","LAYING"
"6634","LAYING"
"6635","LAYING"
"6636","LAYING"
"6637","LAYING"
"6638","LAYING"
"6639","LAYING"
"6640","LAYING"
"6641","LAYING"
"6642","LAYING"
"6643","LAYING"
"6644","LAYING"
"6645","LAYING"
"6646","LAYING"
"6647","LAYING"
"6648","LAYING"
"6649","LAYING"
"6650","LAYING"
"6651","LAYING"
"6652","LAYING"
"6653","LAYING"
"6654","LAYING"
"6655","LAYING"
"6656","LAYING"
"6657","LAYING"
"6658","LAYING"
"6659","LAYING"
"6660","LAYING"
"6661","LAYING"
"6662","LAYING"
"6663","LAYING"
"6664","LAYING"
"6665","LAYING"
"6666","LAYING"
"6667","LAYING"
"6668","LAYING"
"6669","LAYING"
"6670","LAYING"
"6671","LAYING"
"6672","WALKING"
"6673","WALKING"
"6674","WALKING"
"6675","WALKING"
"6676","WALKING"
"6677","WALKING"
"6678","WALKING"
"6679","WALKING"
"6680","WALKING"
"6681","WALKING"
"6682","WALKING"
"6683","WALKING"
"6684","WALKING"
"6685","WALKING"
"6686","WALKING"
"6687","WALKING"
"6688","WALKING"
"6689","WALKING"
"6690","WALKING"
"6691","WALKING"
"6692","WALKING"
"6693","WALKING"
"6694","WALKING"
"6695","WALKING"
"6696","WALKING"
"6697","WALKING"
"6698","WALKING"
"6699","WALKING_DOWNSTAIRS"
"6700","WALKING_DOWNSTAIRS"
"6701","WALKING_DOWNSTAIRS"
"6702","WALKING_DOWNSTAIRS"
"6703","WALKING_DOWNSTAIRS"
"6704","WALKING_DOWNSTAIRS"
"6705","WALKING_DOWNSTAIRS"
"6706","WALKING_DOWNSTAIRS"
"6707","WALKING_DOWNSTAIRS"
"6708","WALKING_DOWNSTAIRS"
"6709","WALKING_DOWNSTAIRS"
"6710","WALKING_DOWNSTAIRS"
"6711","WALKING_DOWNSTAIRS"
"6712","WALKING_DOWNSTAIRS"
"6713","WALKING_UPSTAIRS"
"6714","WALKING_UPSTAIRS"
"6715","WALKING_UPSTAIRS"
"6716","WALKING_UPSTAIRS"
"6717","WALKING_UPSTAIRS"
"6718","WALKING_UPSTAIRS"
"6719","WALKING_UPSTAIRS"
"6720","WALKING_UPSTAIRS"
"6721","WALKING_UPSTAIRS"
"6722","WALKING_UPSTAIRS"
"6723","WALKING_UPSTAIRS"
"6724","WALKING_UPSTAIRS"
"6725","WALKING_UPSTAIRS"
"6726","WALKING_UPSTAIRS"
"6727","WALKING_DOWNSTAIRS"
"6728","WALKING_DOWNSTAIRS"
"6729","WALKING_DOWNSTAIRS"
"6730","WALKING_DOWNSTAIRS"
"6731","WALKING_DOWNSTAIRS"
"6732","WALKING_DOWNSTAIRS"
"6733","WALKING_DOWNSTAIRS"
"6734","WALKING_UPSTAIRS"
"6735","WALKING_UPSTAIRS"
"6736","WALKING_UPSTAIRS"
"6737","WALKING_UPSTAIRS"
"6738","WALKING_UPSTAIRS"
"6739","WALKING_UPSTAIRS"
"6740","WALKING_UPSTAIRS"
"6741","STANDING"
"6742","STANDING"
"6743","STANDING"
"6744","STANDING"
"6745","STANDING"
"6746","STANDING"
"6747","STANDING"
"6748","STANDING"
"6749","STANDING"
"6750","STANDING"
"6751","STANDING"
"6752","STANDING"
"6753","STANDING"
"6754","STANDING"
"6755","STANDING"
"6756","STANDING"
"6757","STANDING"
"6758","STANDING"
"6759","STANDING"
"6760","STANDING"
"6761","STANDING"
"6762","STANDING"
"6763","STANDING"
"6764","STANDING"
"6765","STANDING"
"6766","STANDING"
"6767","STANDING"
"6768","STANDING"
"6769","STANDING"
"6770","STANDING"
"6771","STANDING"
"6772","STANDING"
"6773","SITTING"
"6774","SITTING"
"6775","SITTING"
"6776","SITTING"
"6777","SITTING"
"6778","SITTING"
"6779","SITTING"
"6780","SITTING"
"6781","SITTING"
"6782","SITTING"
"6783","SITTING"
"6784","SITTING"
"6785","SITTING"
"6786","SITTING"
"6787","SITTING"
"6788","SITTING"
"6789","SITTING"
"6790","SITTING"
"6791","SITTING"
"6792","SITTING"
"6793","SITTING"
"6794","SITTING"
"6795","SITTING"
"6796","SITTING"
"6797","SITTING"
"6798","SITTING"
"6799","SITTING"
"6800","SITTING"
"6801","SITTING"
"6802","SITTING"
"6803","SITTING"
"6804","SITTING"
"6805","SITTING"
"6806","SITTING"
"6807","SITTING"
"6808","SITTING"
"6809","LAYING"
"6810","LAYING"
"6811","LAYING"
"6812","LAYING"
"6813","LAYING"
"6814","LAYING"
"6815","LAYING"
"6816","LAYING"
"6817","LAYING"
"6818","LAYING"
"6819","LAYING"
"6820","LAYING"
"6821","LAYING"
"6822","LAYING"
"6823","LAYING"
"6824","LAYING"
"6825","LAYING"
"6826","LAYING"
"6827","LAYING"
"6828","LAYING"
"6829","LAYING"
"6830","LAYING"
"6831","LAYING"
"6832","LAYING"
"6833","LAYING"
"6834","LAYING"
"6835","LAYING"
"6836","LAYING"
"6837","LAYING"
"6838","LAYING"
"6839","LAYING"
"6840","LAYING"
"6841","LAYING"
"6842","LAYING"
"6843","LAYING"
"6844","LAYING"
"6845","LAYING"
"6846","LAYING"
"6847","LAYING"
"6848","LAYING"
"6849","LAYING"
"6850","LAYING"
"6851","WALKING"
"6852","WALKING"
"6853","WALKING"
"6854","WALKING"
"6855","WALKING"
"6856","WALKING"
"6857","WALKING"
"6858","WALKING"
"6859","WALKING"
"6860","WALKING"
"6861","WALKING"
"6862","WALKING"
"6863","WALKING"
"6864","WALKING"
"6865","WALKING"
"6866","WALKING"
"6867","WALKING"
"6868","WALKING"
"6869","WALKING"
"6870","WALKING"
"6871","WALKING"
"6872","WALKING"
"6873","WALKING"
"6874","WALKING"
"6875","WALKING"
"6876","WALKING_DOWNSTAIRS"
"6877","WALKING_DOWNSTAIRS"
"6878","WALKING_DOWNSTAIRS"
"6879","WALKING_DOWNSTAIRS"
"6880","WALKING_DOWNSTAIRS"
"6881","WALKING_DOWNSTAIRS"
"6882","WALKING_DOWNSTAIRS"
"6883","WALKING_DOWNSTAIRS"
"6884","WALKING_DOWNSTAIRS"
"6885","WALKING_DOWNSTAIRS"
"6886","WALKING_DOWNSTAIRS"
"6887","WALKING_DOWNSTAIRS"
"6888","WALKING_UPSTAIRS"
"6889","WALKING_UPSTAIRS"
"6890","WALKING_UPSTAIRS"
"6891","WALKING_UPSTAIRS"
"6892","WALKING_UPSTAIRS"
"6893","WALKING_UPSTAIRS"
"6894","WALKING_UPSTAIRS"
"6895","WALKING_UPSTAIRS"
"6896","WALKING_UPSTAIRS"
"6897","WALKING_UPSTAIRS"
"6898","WALKING_UPSTAIRS"
"6899","WALKING_UPSTAIRS"
"6900","WALKING_UPSTAIRS"
"6901","WALKING_DOWNSTAIRS"
"6902","WALKING_DOWNSTAIRS"
"6903","WALKING_DOWNSTAIRS"
"6904","WALKING_DOWNSTAIRS"
"6905","WALKING_DOWNSTAIRS"
"6906","WALKING_DOWNSTAIRS"
"6907","WALKING_UPSTAIRS"
"6908","WALKING_UPSTAIRS"
"6909","WALKING_UPSTAIRS"
"6910","WALKING_UPSTAIRS"
"6911","WALKING_UPSTAIRS"
"6912","WALKING_UPSTAIRS"
"6913","STANDING"
"6914","STANDING"
"6915","STANDING"
"6916","STANDING"
"6917","STANDING"
"6918","STANDING"
"6919","STANDING"
"6920","STANDING"
"6921","STANDING"
"6922","STANDING"
"6923","STANDING"
"6924","STANDING"
"6925","STANDING"
"6926","STANDING"
"6927","STANDING"
"6928","STANDING"
"6929","STANDING"
"6930","STANDING"
"6931","STANDING"
"6932","STANDING"
"6933","STANDING"
"6934","STANDING"
"6935","STANDING"
"6936","STANDING"
"6937","STANDING"
"6938","STANDING"
"6939","STANDING"
"6940","STANDING"
"6941","STANDING"
"6942","STANDING"
"6943","STANDING"
"6944","STANDING"
"6945","STANDING"
"6946","STANDING"
"6947","STANDING"
"6948","STANDING"
"6949","STANDING"
"6950","STANDING"
"6951","STANDING"
"6952","STANDING"
"6953","STANDING"
"6954","STANDING"
"6955","STANDING"
"6956","STANDING"
"6957","STANDING"
"6958","SITTING"
"6959","SITTING"
"6960","SITTING"
"6961","SITTING"
"6962","SITTING"
"6963","SITTING"
"6964","SITTING"
"6965","SITTING"
"6966","SITTING"
"6967","SITTING"
"6968","SITTING"
"6969","SITTING"
"6970","SITTING"
"6971","SITTING"
"6972","SITTING"
"6973","SITTING"
"6974","SITTING"
"6975","SITTING"
"6976","SITTING"
"6977","SITTING"
"6978","SITTING"
"6979","SITTING"
"6980","SITTING"
"6981","SITTING"
"6982","SITTING"
"6983","SITTING"
"6984","SITTING"
"6985","SITTING"
"6986","SITTING"
"6987","SITTING"
"6988","SITTING"
"6989","SITTING"
"6990","SITTING"
"6991","SITTING"
"6992","SITTING"
"6993","SITTING"
"6994","SITTING"
"6995","SITTING"
"6996","SITTING"
"6997","SITTING"
"6998","SITTING"
"6999","SITTING"
"7000","SITTING"
"7001","SITTING"
"7002","SITTING"
"7003","SITTING"
"7004","SITTING"
"7005","LAYING"
"7006","LAYING"
"7007","LAYING"
"7008","LAYING"
"7009","LAYING"
"7010","LAYING"
"7011","LAYING"
"7012","LAYING"
"7013","LAYING"
"7014","LAYING"
"7015","LAYING"
"7016","LAYING"
"7017","LAYING"
"7018","LAYING"
"7019","LAYING"
"7020","LAYING"
"7021","LAYING"
"7022","LAYING"
"7023","LAYING"
"7024","LAYING"
"7025","LAYING"
"7026","LAYING"
"7027","LAYING"
"7028","LAYING"
"7029","LAYING"
"7030","LAYING"
"7031","LAYING"
"7032","LAYING"
"7033","LAYING"
"7034","LAYING"
"7035","LAYING"
"7036","LAYING"
"7037","LAYING"
"7038","LAYING"
"7039","LAYING"
"7040","LAYING"
"7041","LAYING"
"7042","LAYING"
"7043","LAYING"
"7044","LAYING"
"7045","LAYING"
"7046","LAYING"
"7047","LAYING"
"7048","LAYING"
"7049","WALKING"
"7050","WALKING"
"7051","WALKING"
"7052","WALKING"
"7053","WALKING"
"7054","WALKING"
"7055","WALKING"
"7056","WALKING"
"7057","WALKING"
"7058","WALKING"
"7059","WALKING"
"7060","WALKING"
"7061","WALKING"
"7062","WALKING"
"7063","WALKING"
"7064","WALKING"
"7065","WALKING"
"7066","WALKING"
"7067","WALKING"
"7068","WALKING"
"7069","WALKING"
"7070","WALKING"
"7071","WALKING"
"7072","WALKING"
"7073","WALKING"
"7074","WALKING"
"7075","WALKING"
"7076","WALKING_DOWNSTAIRS"
"7077","WALKING_DOWNSTAIRS"
"7078","WALKING_DOWNSTAIRS"
"7079","WALKING_DOWNSTAIRS"
"7080","WALKING_DOWNSTAIRS"
"7081","WALKING_DOWNSTAIRS"
"7082","WALKING_DOWNSTAIRS"
"7083","WALKING_DOWNSTAIRS"
"7084","WALKING_DOWNSTAIRS"
"7085","WALKING_DOWNSTAIRS"
"7086","WALKING_DOWNSTAIRS"
"7087","WALKING_DOWNSTAIRS"
"7088","WALKING_DOWNSTAIRS"
"7089","WALKING_DOWNSTAIRS"
"7090","WALKING_DOWNSTAIRS"
"7091","WALKING_UPSTAIRS"
"7092","WALKING_UPSTAIRS"
"7093","WALKING_UPSTAIRS"
"7094","WALKING_UPSTAIRS"
"7095","WALKING_UPSTAIRS"
"7096","WALKING_UPSTAIRS"
"7097","WALKING_UPSTAIRS"
"7098","WALKING_UPSTAIRS"
"7099","WALKING_UPSTAIRS"
"7100","WALKING_UPSTAIRS"
"7101","WALKING_UPSTAIRS"
"7102","WALKING_UPSTAIRS"
"7103","WALKING_UPSTAIRS"
"7104","WALKING_UPSTAIRS"
"7105","WALKING_UPSTAIRS"
"7106","WALKING_UPSTAIRS"
"7107","WALKING_UPSTAIRS"
"7108","WALKING_DOWNSTAIRS"
"7109","WALKING_DOWNSTAIRS"
"7110","WALKING_DOWNSTAIRS"
"7111","WALKING_DOWNSTAIRS"
"7112","WALKING_DOWNSTAIRS"
"7113","WALKING_DOWNSTAIRS"
"7114","WALKING_DOWNSTAIRS"
"7115","WALKING_DOWNSTAIRS"
"7116","WALKING_UPSTAIRS"
"7117","WALKING_UPSTAIRS"
"7118","WALKING_UPSTAIRS"
"7119","WALKING_UPSTAIRS"
"7120","WALKING_UPSTAIRS"
"7121","WALKING_UPSTAIRS"
"7122","WALKING_UPSTAIRS"
"7123","WALKING_UPSTAIRS"
"7124","STANDING"
"7125","STANDING"
"7126","STANDING"
"7127","STANDING"
"7128","STANDING"
"7129","STANDING"
"7130","STANDING"
"7131","STANDING"
"7132","STANDING"
"7133","STANDING"
"7134","STANDING"
"7135","STANDING"
"7136","STANDING"
"7137","STANDING"
"7138","STANDING"
"7139","STANDING"
"7140","STANDING"
"7141","STANDING"
"7142","STANDING"
"7143","STANDING"
"7144","STANDING"
"7145","STANDING"
"7146","STANDING"
"7147","STANDING"
"7148","STANDING"
"7149","STANDING"
"7150","STANDING"
"7151","STANDING"
"7152","STANDING"
"7153","STANDING"
"7154","STANDING"
"7155","STANDING"
"7156","STANDING"
"7157","STANDING"
"7158","STANDING"
"7159","STANDING"
"7160","STANDING"
"7161","STANDING"
"7162","STANDING"
"7163","STANDING"
"7164","STANDING"
"7165","STANDING"
"7166","STANDING"
"7167","STANDING"
"7168","SITTING"
"7169","SITTING"
"7170","SITTING"
"7171","SITTING"
"7172","SITTING"
"7173","SITTING"
"7174","SITTING"
"7175","SITTING"
"7176","SITTING"
"7177","SITTING"
"7178","SITTING"
"7179","SITTING"
"7180","SITTING"
"7181","SITTING"
"7182","SITTING"
"7183","SITTING"
"7184","SITTING"
"7185","SITTING"
"7186","SITTING"
"7187","SITTING"
"7188","SITTING"
"7189","SITTING"
"7190","SITTING"
"7191","SITTING"
"7192","SITTING"
"7193","SITTING"
"7194","SITTING"
"7195","SITTING"
"7196","SITTING"
"7197","SITTING"
"7198","SITTING"
"7199","SITTING"
"7200","SITTING"
"7201","SITTING"
"7202","SITTING"
"7203","SITTING"
"7204","SITTING"
"7205","SITTING"
"7206","LAYING"
"7207","LAYING"
"7208","LAYING"
"7209","LAYING"
"7210","LAYING"
"7211","LAYING"
"7212","LAYING"
"7213","LAYING"
"7214","LAYING"
"7215","LAYING"
"7216","LAYING"
"7217","LAYING"
"7218","LAYING"
"7219","LAYING"
"7220","LAYING"
"7221","LAYING"
"7222","LAYING"
"7223","LAYING"
"7224","LAYING"
"7225","LAYING"
"7226","LAYING"
"7227","LAYING"
"7228","LAYING"
"7229","LAYING"
"7230","LAYING"
"7231","LAYING"
"7232","LAYING"
"7233","LAYING"
"7234","LAYING"
"7235","LAYING"
"7236","LAYING"
"7237","LAYING"
"7238","LAYING"
"7239","LAYING"
"7240","LAYING"
"7241","LAYING"
"7242","LAYING"
"7243","LAYING"
"7244","LAYING"
"7245","LAYING"
"7246","LAYING"
"7247","LAYING"
"7248","LAYING"
"7249","LAYING"
"7250","LAYING"
"7251","LAYING"
"7252","WALKING"
"7253","WALKING"
"7254","WALKING"
"7255","WALKING"
"7256","WALKING"
"7257","WALKING"
"7258","WALKING"
"7259","WALKING"
"7260","WALKING"
"7261","WALKING"
"7262","WALKING"
"7263","WALKING"
"7264","WALKING"
"7265","WALKING"
"7266","WALKING"
"7267","WALKING"
"7268","WALKING"
"7269","WALKING"
"7270","WALKING"
"7271","WALKING"
